Variable 1,Variable 2,Variable 3,Variable 4,Variable 5,Variable 6,Variable 7,Variable 8,Correlation (r),R²
AverageParticleSpeed,KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,Temperature,VolumeEquivalentDiameter,WindSpeed,0.18919451589130334,0.03579456484334463
AverageParticleSpeed,KineticEnergy,ParticlesDetected,Pressure,RainAccumulated,Temperature,VolumeEquivalentDiameter,WindSpeed,0.18919451589130334,0.03579456484334463
AverageParticleSpeed,KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,RainRate,Temperature,WindSpeed,0.18919451589130332,0.035794564843344624
AverageParticleSpeed,KineticEnergy,ParticlesDetected,Pressure,RainAccumulated,RainRate,Temperature,WindSpeed,0.18919451589130332,0.035794564843344624
KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,RainRate,Temperature,VolumeEquivalentDiameter,WindSpeed,0.18919451589130326,0.0357945648433446
KineticEnergy,ParticlesDetected,Pressure,RainAccumulated,RainRate,Temperature,VolumeEquivalentDiameter,WindSpeed,0.18919451589130326,0.0357945648433446
KineticEnergy,Pressure,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,WeatherCode4680,WindSpeed,0.18913643282438475,0.03577259022153301
AverageParticleSpeed,KineticEnergy,Pressure,RainAbsolute,RainAccumulated,SnowDepthIntensity,WeatherCode4680,WindSpeed,0.18913643282438447,0.035772590221532896
KineticEnergy,Pressure,RainAbsolute,RainAccumulated,SnowDepthIntensity,VolumeEquivalentDiameter,WeatherCode4680,WindSpeed,0.18913643282438447,0.035772590221532896
AverageParticleSpeed,RainAbsolute,RainAccumulated,RainRate,Temperature,VolumeEquivalentDiameter,WeatherCode4680,WindSpeed,0.18896760347204958,0.035708755161969766
AverageParticleSpeed,KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,RainIntensity,SnowDepthIntensity,WindSpeed,0.18876700545200054,0.0356329823473156
AverageParticleSpeed,KineticEnergy,ParticlesDetected,Pressure,RainAccumulated,RainIntensity,SnowDepthIntensity,WindSpeed,0.18876700545200054,0.0356329823473156
KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,RainIntensity,RainRate,SnowDepthIntensity,WindSpeed,0.18876700545200054,0.0356329823473156
KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,RainIntensity,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.18876700545200054,0.0356329823473156
KineticEnergy,ParticlesDetected,Pressure,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,WindSpeed,0.18876700545200054,0.0356329823473156
KineticEnergy,ParticlesDetected,Pressure,RainAccumulated,RainIntensity,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.18876700545200054,0.0356329823473156
Humidity,KineticEnergy,ParticlesDetected,RadarReflectivity,RainAbsolute,RainAccumulated,SnowDepthIntensity,WindSpeed,0.18875110634916475,0.035626980148033706
AverageParticleSpeed,RadarReflectivity,RainAbsolute,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.18863365309946886,0.03558265508165076
AverageParticleSpeed,RadarReflectivity,RainAccumulated,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.18863365309946886,0.03558265508165076
AverageParticleSpeed,Pressure,RainAbsolute,RainAccumulated,RainRate,Temperature,WeatherCode4680,WindSpeed,0.188618687874796,0.03557700941560971
Pressure,RainAbsolute,RainAccumulated,RainRate,Temperature,VolumeEquivalentDiameter,WeatherCode4680,WindSpeed,0.18861868787479596,0.0355770094156097
AverageParticleSpeed,Pressure,RainAbsolute,RainAccumulated,Temperature,VolumeEquivalentDiameter,WeatherCode4680,WindSpeed,0.18861868787479594,0.03557700941560969
AverageParticleSpeed,KineticEnergy,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,WeatherCode4680,WindSpeed,0.1885517882364243,0.03555177684715339
KineticEnergy,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,VolumeEquivalentDiameter,WeatherCode4680,WindSpeed,0.1885517882364243,0.03555177684715339
KineticEnergy,RainAbsolute,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,WeatherCode4680,WindSpeed,0.18855178823642427,0.03555177684715338
Humidity,ParticlesDetected,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,Temperature,WindSpeed,0.1884252329265875,0.035504068403438754
AverageParticleSpeed,Humidity,ParticlesDetected,RadarReflectivity,RainAbsolute,RainAccumulated,Temperature,WindSpeed,0.18842523292658733,0.03550406840343869
Humidity,ParticlesDetected,RadarReflectivity,RainAbsolute,RainAccumulated,Temperature,VolumeEquivalentDiameter,WindSpeed,0.1884252329265873,0.03550406840343868
KineticEnergy,Pressure,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,WeatherCode4680,WindSpeed,0.18820718994600605,0.035421946347372
AverageParticleSpeed,RainAbsolute,RainAccumulated,RainIntensity,Temperature,VolumeEquivalentDiameter,WeatherCode4680,WindSpeed,0.1880498655103923,0.03536275191847663
AverageParticleSpeed,RainAbsolute,RainAccumulated,RainIntensity,RainRate,Temperature,WeatherCode4680,WindSpeed,0.18804986551039207,0.03536275191847654
RainAbsolute,RainAccumulated,RainIntensity,RainRate,Temperature,VolumeEquivalentDiameter,WeatherCode4680,WindSpeed,0.18804986551039207,0.03536275191847654
Humidity,ParticlesDetected,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,Temperature,WindSpeed,0.18802880109798145,0.03535483004234427
Pressure,RadarReflectivity,RainAbsolute,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.18784081741402506,0.0352841726867691
Pressure,RadarReflectivity,RainAccumulated,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.18784081741402506,0.0352841726867691
AverageParticleSpeed,Pressure,RadarReflectivity,RainAbsolute,RainRate,SnowDepthIntensity,Temperature,WindSpeed,0.18784081741402503,0.03528417268676909
AverageParticleSpeed,Pressure,RadarReflectivity,RainAccumulated,RainRate,SnowDepthIntensity,Temperature,WindSpeed,0.18784081741402503,0.03528417268676909
AverageParticleSpeed,Pressure,RadarReflectivity,RainAbsolute,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.187840817414025,0.03528417268676908
AverageParticleSpeed,Pressure,RadarReflectivity,RainAccumulated,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.187840817414025,0.03528417268676908
AverageParticleSpeed,KineticEnergy,RainAbsolute,RainAccumulated,RainRate,Temperature,WeatherCode4680,WindSpeed,0.18773760368889864,0.03524540783884997
KineticEnergy,RainAbsolute,RainAccumulated,RainRate,Temperature,VolumeEquivalentDiameter,WeatherCode4680,WindSpeed,0.18773760368889864,0.03524540783884997
AverageParticleSpeed,KineticEnergy,RainAbsolute,RainAccumulated,Temperature,VolumeEquivalentDiameter,WeatherCode4680,WindSpeed,0.18773760368889836,0.035245407838849864
AverageParticleSpeed,Pressure,RainAbsolute,RainAccumulated,RainIntensity,Temperature,WeatherCode4680,WindSpeed,0.18770099027839338,0.03523166175148953
Pressure,RainAbsolute,RainAccumulated,RainIntensity,Temperature,VolumeEquivalentDiameter,WeatherCode4680,WindSpeed,0.18770099027839335,0.035231661751489514
Pressure,RainAbsolute,RainAccumulated,RainIntensity,RainRate,Temperature,WeatherCode4680,WindSpeed,0.1877009902783932,0.035231661751489465
AverageParticleSpeed,KineticEnergy,ParticlesDetected,RainAbsolute,RainIntensity,RainRate,Temperature,WindSpeed,0.18766912385556106,0.035219700048713914
AverageParticleSpeed,KineticEnergy,ParticlesDetected,RainAccumulated,RainIntensity,RainRate,Temperature,WindSpeed,0.18766912385556106,0.035219700048713914
KineticEnergy,ParticlesDetected,RainAbsolute,RainIntensity,RainRate,Temperature,VolumeEquivalentDiameter,WindSpeed,0.18766912385556103,0.03521970004871391
KineticEnergy,ParticlesDetected,RainAccumulated,RainIntensity,RainRate,Temperature,VolumeEquivalentDiameter,WindSpeed,0.18766912385556103,0.03521970004871391
AverageParticleSpeed,KineticEnergy,ParticlesDetected,RainAbsolute,RainIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.1876691238555609,0.03521970004871385
AverageParticleSpeed,KineticEnergy,ParticlesDetected,RainAccumulated,RainIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.1876691238555609,0.03521970004871385
KineticEnergy,Pressure,RainAbsolute,RainAccumulated,RainRate,Temperature,WeatherCode4680,WindSpeed,0.18738876901058824,0.0351145507513036
KineticEnergy,Pressure,RainAbsolute,RainAccumulated,Temperature,VolumeEquivalentDiameter,WeatherCode4680,WindSpeed,0.18738876901058812,0.035114550751303555
AverageParticleSpeed,KineticEnergy,Pressure,RainAbsolute,RainAccumulated,Temperature,WeatherCode4680,WindSpeed,0.1873887690105881,0.03511455075130354
Humidity,ParticlesDetected,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,Temperature,WindSpeed,0.18726795109623198,0.03506928550778073
KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,RainIntensity,RainRate,Temperature,WindSpeed,0.1868599298530173,0.034916633384674545
KineticEnergy,ParticlesDetected,Pressure,RainAccumulated,RainIntensity,RainRate,Temperature,WindSpeed,0.1868599298530173,0.034916633384674545
AverageParticleSpeed,KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,RainIntensity,Temperature,WindSpeed,0.18685992985301725,0.034916633384674524
AverageParticleSpeed,KineticEnergy,ParticlesDetected,Pressure,RainAccumulated,RainIntensity,Temperature,WindSpeed,0.18685992985301725,0.034916633384674524
KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,RainIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.18685992985301725,0.034916633384674524
KineticEnergy,ParticlesDetected,Pressure,RainAccumulated,RainIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.18685992985301725,0.034916633384674524
KineticEnergy,RainAbsolute,RainAccumulated,RainIntensity,RainRate,Temperature,WeatherCode4680,WindSpeed,0.18682148544876487,0.034902267425283066
AverageParticleSpeed,KineticEnergy,RainAbsolute,RainAccumulated,RainIntensity,Temperature,WeatherCode4680,WindSpeed,0.18682148544876476,0.034902267425283025
KineticEnergy,RainAbsolute,RainAccumulated,RainIntensity,Temperature,VolumeEquivalentDiameter,WeatherCode4680,WindSpeed,0.1868214854487647,0.034902267425283004
Humidity,KineticEnergy,ParticlesDetected,RadarReflectivity,RainAbsolute,RainAccumulated,Temperature,WindSpeed,0.1868091168249839,0.03489764612893049
AverageParticleSpeed,Humidity,KineticEnergy,Pressure,RainIntensity,RainRate,Temperature,VolumeEquivalentDiameter,-0.18676057138209148,0.03487951102296529
KineticEnergy,Pressure,RainAbsolute,RainAccumulated,RainIntensity,Temperature,WeatherCode4680,WindSpeed,0.18647270987401338,0.034772071527757964
AverageParticleSpeed,RadarReflectivity,RainAbsolute,RainIntensity,RainRate,SnowDepthIntensity,Temperature,WindSpeed,0.18646999039829784,0.03477105731914129
AverageParticleSpeed,RadarReflectivity,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,Temperature,WindSpeed,0.18646999039829784,0.03477105731914129
RadarReflectivity,RainAbsolute,RainIntensity,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.1864699903982978,0.03477105731914128
RadarReflectivity,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.1864699903982978,0.03477105731914128
AverageParticleSpeed,RadarReflectivity,RainAbsolute,RainIntensity,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.18646999039829776,0.034771057319141256
AverageParticleSpeed,RadarReflectivity,RainAccumulated,RainIntensity,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.18646999039829776,0.034771057319141256
Pressure,RadarReflectivity,RainAbsolute,RainIntensity,RainRate,SnowDepthIntensity,Temperature,WindSpeed,0.18567807143209766,0.034476346210743164
Pressure,RadarReflectivity,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,Temperature,WindSpeed,0.18567807143209766,0.034476346210743164
Pressure,RadarReflectivity,RainAbsolute,RainIntensity,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.18567807143209755,0.03447634621074312
Pressure,RadarReflectivity,RainAccumulated,RainIntensity,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.18567807143209755,0.03447634621074312
AverageParticleSpeed,Pressure,RadarReflectivity,RainAbsolute,RainIntensity,SnowDepthIntensity,Temperature,WindSpeed,0.18567807143209752,0.03447634621074311
AverageParticleSpeed,Pressure,RadarReflectivity,RainAccumulated,RainIntensity,SnowDepthIntensity,Temperature,WindSpeed,0.18567807143209752,0.03447634621074311
KineticEnergy,RadarReflectivity,RainAbsolute,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.1856353824532688,0.03446049521857138
KineticEnergy,RadarReflectivity,RainAccumulated,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.1856353824532688,0.03446049521857138
AverageParticleSpeed,KineticEnergy,RadarReflectivity,RainAbsolute,RainRate,SnowDepthIntensity,Temperature,WindSpeed,0.18563538245326877,0.03446049521857137
AverageParticleSpeed,KineticEnergy,RadarReflectivity,RainAccumulated,RainRate,SnowDepthIntensity,Temperature,WindSpeed,0.18563538245326877,0.03446049521857137
AverageParticleSpeed,KineticEnergy,RadarReflectivity,RainAbsolute,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.18563538245326866,0.03446049521857133
AverageParticleSpeed,KineticEnergy,RadarReflectivity,RainAccumulated,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.18563538245326866,0.03446049521857133
KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.18484402026966962,0.03416731182945403
KineticEnergy,Pressure,RadarReflectivity,RainAccumulated,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.18484402026966962,0.03416731182945403
AverageParticleSpeed,KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,SnowDepthIntensity,Temperature,WindSpeed,0.18484402026966956,0.03416731182945401
AverageParticleSpeed,KineticEnergy,Pressure,RadarReflectivity,RainAccumulated,SnowDepthIntensity,Temperature,WindSpeed,0.18484402026966956,0.03416731182945401
KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,RainRate,SnowDepthIntensity,Temperature,WindSpeed,0.18484402026966956,0.03416731182945401
KineticEnergy,Pressure,RadarReflectivity,RainAccumulated,RainRate,SnowDepthIntensity,Temperature,WindSpeed,0.18484402026966956,0.03416731182945401
KineticEnergy,RadarReflectivity,RainAbsolute,RainIntensity,RainRate,SnowDepthIntensity,Temperature,WindSpeed,0.1834943177895,0.03367016466103402
KineticEnergy,RadarReflectivity,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,Temperature,WindSpeed,0.1834943177895,0.03367016466103402
AverageParticleSpeed,KineticEnergy,RadarReflectivity,RainAbsolute,RainIntensity,SnowDepthIntensity,Temperature,WindSpeed,0.18349431778949993,0.03367016466103399
AverageParticleSpeed,KineticEnergy,RadarReflectivity,RainAccumulated,RainIntensity,SnowDepthIntensity,Temperature,WindSpeed,0.18349431778949993,0.03367016466103399
KineticEnergy,RadarReflectivity,RainAbsolute,RainIntensity,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.18349431778949993,0.03367016466103399
KineticEnergy,RadarReflectivity,RainAccumulated,RainIntensity,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.18349431778949993,0.03367016466103399
KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,RainIntensity,SnowDepthIntensity,Temperature,WindSpeed,0.18270409360307208,0.03338078581932012
KineticEnergy,Pressure,RadarReflectivity,RainAccumulated,RainIntensity,SnowDepthIntensity,Temperature,WindSpeed,0.18270409360307208,0.03338078581932012
AverageParticleSpeed,Humidity,KineticEnergy,Pressure,RainIntensity,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,-0.18198181382918635,0.03311738056456064
AverageParticleSpeed,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,Temperature,WeatherCode4680,WindSpeed,0.18107042928406555,0.032786500361115786
RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,WeatherCode4680,WindSpeed,0.18107042928406553,0.03278650036111577
AverageParticleSpeed,RainAbsolute,RainAccumulated,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,WeatherCode4680,WindSpeed,0.18107042928406542,0.03278650036111574
Pressure,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,Temperature,WeatherCode4680,WindSpeed,0.18072172032705897,0.03266034019797172
AverageParticleSpeed,Pressure,RainAbsolute,RainAccumulated,SnowDepthIntensity,Temperature,WeatherCode4680,WindSpeed,0.18072172032705894,0.032660340197971705
Pressure,RainAbsolute,RainAccumulated,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,WeatherCode4680,WindSpeed,0.18072172032705894,0.032660340197971705
AverageParticleSpeed,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,Temperature,WeatherCode4680,WindSpeed,0.18018540217226722,0.03246677915598168
RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,WeatherCode4680,WindSpeed,0.18018540217226722,0.03246677915598168
RainAbsolute,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,Temperature,WeatherCode4680,WindSpeed,0.18018540217226706,0.032466779155981625
KineticEnergy,RainAbsolute,RainAccumulated,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,WeatherCode4680,WindSpeed,0.17988730525882227,0.032359442593280704
AverageParticleSpeed,KineticEnergy,RainAbsolute,RainAccumulated,SnowDepthIntensity,Temperature,WeatherCode4680,WindSpeed,0.17988730525882224,0.0323594425932807
KineticEnergy,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,Temperature,WeatherCode4680,WindSpeed,0.17988730525882224,0.0323594425932807
Pressure,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,Temperature,WeatherCode4680,WindSpeed,0.1798368464687021,0.032341291347807534
KineticEnergy,Pressure,RainAbsolute,RainAccumulated,SnowDepthIntensity,Temperature,WeatherCode4680,WindSpeed,0.17953883030367995,0.032234191586813586
KineticEnergy,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,Temperature,WeatherCode4680,WindSpeed,0.1790045413011732,0.03204262580644342
Humidity,ParticlesDetected,RadarReflectivity,RainAbsolute,RainAccumulated,SnowDepthIntensity,Temperature,WindSpeed,0.17882103677571648,0.031976963193542145
AverageParticleSpeed,Pressure,RainIntensity,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,-0.17638030057806767,0.031110010432009498
AverageParticleSpeed,KineticEnergy,Pressure,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,-0.17481483579025728,0.03056022681237462
